Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people,Daily new confirmed cases of COVID-19 per million people Annotations
Afghanistan,AFG,2019-12-31,0,
Afghanistan,AFG,2020-01-01,0,
Afghanistan,AFG,2020-01-02,0,
Afghanistan,AFG,2020-01-03,0,
Afghanistan,AFG,2020-01-04,0,
Afghanistan,AFG,2020-01-05,0,
Afghanistan,AFG,2020-01-06,0,
Afghanistan,AFG,2020-01-07,0,
Afghanistan,AFG,2020-01-08,0,
Afghanistan,AFG,2020-01-09,0,
Afghanistan,AFG,2020-01-10,0,
Afghanistan,AFG,2020-01-11,0,
Afghanistan,AFG,2020-01-12,0,
Afghanistan,AFG,2020-01-13,0,
Afghanistan,AFG,2020-01-14,0,
Afghanistan,AFG,2020-01-15,0,
Afghanistan,AFG,2020-01-16,0,
Afghanistan,AFG,2020-01-17,0,
Afghanistan,AFG,2020-01-18,0,
Afghanistan,AFG,2020-01-19,0,
Afghanistan,AFG,2020-01-20,0,
Afghanistan,AFG,2020-01-21,0,
Afghanistan,AFG,2020-01-22,0,
Afghanistan,AFG,2020-01-23,0,
Afghanistan,AFG,2020-01-24,0,
Afghanistan,AFG,2020-01-25,0,
Afghanistan,AFG,2020-01-26,0,
Afghanistan,AFG,2020-01-27,0,
Afghanistan,AFG,2020-01-28,0,
Afghanistan,AFG,2020-01-29,0,
Afghanistan,AFG,2020-01-30,0,
Afghanistan,AFG,2020-01-31,0,
Afghanistan,AFG,2020-02-01,0,
Afghanistan,AFG,2020-02-02,0,
Afghanistan,AFG,2020-02-03,0,
Afghanistan,AFG,2020-02-04,0,
Afghanistan,AFG,2020-02-05,0,
Afghanistan,AFG,2020-02-06,0,
Afghanistan,AFG,2020-02-07,0,
Afghanistan,AFG,2020-02-08,0,
Afghanistan,AFG,2020-02-09,0,
Afghanistan,AFG,2020-02-10,0,
Afghanistan,AFG,2020-02-11,0,
Afghanistan,AFG,2020-02-12,0,
Afghanistan,AFG,2020-02-13,0,
Afghanistan,AFG,2020-02-14,0,
Afghanistan,AFG,2020-02-15,0,
Afghanistan,AFG,2020-02-16,0,
Afghanistan,AFG,2020-02-17,0,
Afghanistan,AFG,2020-02-18,0,
Afghanistan,AFG,2020-02-19,0,
Afghanistan,AFG,2020-02-20,0,
Afghanistan,AFG,2020-02-21,0,
Afghanistan,AFG,2020-02-22,0,
Afghanistan,AFG,2020-02-23,0,
Afghanistan,AFG,2020-02-24,0,
Afghanistan,AFG,2020-02-25,0.026,
Afghanistan,AFG,2020-02-26,0,
Afghanistan,AFG,2020-02-27,0,
Afghanistan,AFG,2020-02-28,0,
Afghanistan,AFG,2020-02-29,0,
Afghanistan,AFG,2020-03-01,0,
Afghanistan,AFG,2020-03-02,0,
Afghanistan,AFG,2020-03-08,0.077,
Afghanistan,AFG,2020-03-11,0.077,
Afghanistan,AFG,2020-03-15,0.077,
Afghanistan,AFG,2020-03-16,0.154,
Afghanistan,AFG,2020-03-17,0.128,
Afghanistan,AFG,2020-03-18,0.026,
Afghanistan,AFG,2020-03-19,0,
Afghanistan,AFG,2020-03-20,0,
Afghanistan,AFG,2020-03-21,0.051,
Afghanistan,AFG,2020-03-22,0,
Afghanistan,AFG,2020-03-23,0.257,
Afghanistan,AFG,2020-03-24,0.154,
Afghanistan,AFG,2020-03-25,0.051,
Afghanistan,AFG,2020-03-26,0.848,
Afghanistan,AFG,2020-03-27,0,
Afghanistan,AFG,2020-03-28,0.411,
Afghanistan,AFG,2020-03-29,0.385,
Afghanistan,AFG,2020-03-30,0.206,
Afghanistan,AFG,2020-03-31,0.694,
Afghanistan,AFG,2020-04-01,0.642,
Afghanistan,AFG,2020-04-02,0.668,
Afghanistan,AFG,2020-04-03,1.105,
Afghanistan,AFG,2020-04-04,0,
Afghanistan,AFG,2020-04-05,0.899,
Afghanistan,AFG,2020-04-06,0.745,
Afghanistan,AFG,2020-04-07,0.976,
Afghanistan,AFG,2020-04-08,0.771,
Afghanistan,AFG,2020-04-09,1.439,
Afghanistan,AFG,2020-04-10,1.567,
Afghanistan,AFG,2020-04-11,0.95,
Afghanistan,AFG,2020-04-12,0.873,
Afghanistan,AFG,2020-04-13,1.336,
Afghanistan,AFG,2020-04-14,1.49,
Afghanistan,AFG,2020-04-15,1.259,
Afghanistan,AFG,2020-04-16,1.798,
Afghanistan,AFG,2020-04-17,0.257,
Afghanistan,AFG,2020-04-18,1.31,
Afghanistan,AFG,2020-04-19,1.618,
Afghanistan,AFG,2020-04-20,2.261,
Afghanistan,AFG,2020-04-21,0.899,
Afghanistan,AFG,2020-04-22,1.567,
Afghanistan,AFG,2020-04-23,2.158,
Afghanistan,AFG,2020-04-24,2.697,
Afghanistan,AFG,2020-04-25,1.798,
Afghanistan,AFG,2020-04-26,2.877,
Afghanistan,AFG,2020-04-27,1.747,
Afghanistan,AFG,2020-04-28,4.418,
Afghanistan,AFG,2020-04-29,3.185,
Afghanistan,AFG,2020-04-30,3.134,
Afghanistan,AFG,2020-05-01,5.703,
Afghanistan,AFG,2020-05-02,4.213,
Afghanistan,AFG,2020-05-03,3.442,
Afghanistan,AFG,2020-05-04,6.037,
Afghanistan,AFG,2020-05-05,4.881,
Afghanistan,AFG,2020-05-06,8.477,
Afghanistan,AFG,2020-05-07,4.316,
Afghanistan,AFG,2020-05-08,4.393,
Afghanistan,AFG,2020-05-09,5.523,
Afghanistan,AFG,2020-05-10,6.55,
Afghanistan,AFG,2020-05-11,9.479,
Afghanistan,AFG,2020-05-12,7.321,
Afghanistan,AFG,2020-05-13,7.193,
Afghanistan,AFG,2020-05-14,6.653,
Afghanistan,AFG,2020-05-15,2.903,
Afghanistan,AFG,2020-05-16,27.307,
Afghanistan,AFG,2020-05-17,0,
Afghanistan,AFG,2020-05-18,6.73,
Afghanistan,AFG,2020-05-19,10.481,
Afghanistan,AFG,2020-05-20,14.925,
Afghanistan,AFG,2020-05-21,12.639,
Afghanistan,AFG,2020-05-22,13.64,
Afghanistan,AFG,2020-05-23,13.872,
Afghanistan,AFG,2020-05-24,20.088,
Afghanistan,AFG,2020-05-25,15.002,
Afghanistan,AFG,2020-05-26,15.182,
Afghanistan,AFG,2020-05-27,16.903,
Afghanistan,AFG,2020-05-28,16.055,
Afghanistan,AFG,2020-05-29,14.899,
Afghanistan,AFG,2020-05-30,16.004,
Afghanistan,AFG,2020-05-31,22.246,
Afghanistan,AFG,2020-06-01,17.468,
Afghanistan,AFG,2020-06-02,14,
Afghanistan,AFG,2020-06-03,19.497,
Afghanistan,AFG,2020-06-04,19.472,
Afghanistan,AFG,2020-06-05,20.217,
Afghanistan,AFG,2020-06-06,23.505,
Afghanistan,AFG,2020-06-07,14.951,
Afghanistan,AFG,2020-06-08,20.319,
Afghanistan,AFG,2020-06-09,14.771,
Afghanistan,AFG,2020-06-10,13.923,
Afghanistan,AFG,2020-06-11,17.571,
Afghanistan,AFG,2020-06-12,19.189,
Afghanistan,AFG,2020-06-13,16.851,
Afghanistan,AFG,2020-06-14,14.283,
Afghanistan,AFG,2020-06-15,17.057,
Afghanistan,AFG,2020-06-16,19.549,
Afghanistan,AFG,2020-06-17,20.114,
Afghanistan,AFG,2020-06-18,14.488,
Afghanistan,AFG,2020-06-19,16.903,
Afghanistan,AFG,2020-06-20,8.888,
Afghanistan,AFG,2020-06-21,14.026,
Afghanistan,AFG,2020-06-22,10.506,
Afghanistan,AFG,2020-06-23,7.963,
Afghanistan,AFG,2020-06-24,8.683,
Afghanistan,AFG,2020-06-25,6.011,
Afghanistan,AFG,2020-06-26,11.817,
Afghanistan,AFG,2020-06-27,7.09,
Afghanistan,AFG,2020-06-28,4.239,
Afghanistan,AFG,2020-06-29,9.017,
Afghanistan,AFG,2020-06-30,6.962,
Afghanistan,AFG,2020-07-01,7.167,
Afghanistan,AFG,2020-07-02,8.195,
Afghanistan,AFG,2020-07-03,4.778,
Afghanistan,AFG,2020-07-04,7.758,
Afghanistan,AFG,2020-07-05,8.94,
Afghanistan,AFG,2020-07-06,7.167,
Afghanistan,AFG,2020-07-07,11.123,
Afghanistan,AFG,2020-07-08,5.395,
Afghanistan,AFG,2020-07-09,1.516,
Afghanistan,AFG,2020-07-10,6.55,
Afghanistan,AFG,2020-07-11,11.765,
Afghanistan,AFG,2020-07-12,2.183,
Afghanistan,AFG,2020-07-13,0,
Afghanistan,AFG,2020-07-14,0.103,
Afghanistan,AFG,2020-07-15,7.321,
Afghanistan,AFG,2020-07-16,6.525,
Afghanistan,AFG,2020-07-17,1.952,
Afghanistan,AFG,2020-07-18,5.626,
Afghanistan,AFG,2020-07-19,0.308,
Afghanistan,AFG,2020-07-20,4.47,
Afghanistan,AFG,2020-07-21,3.596,
Afghanistan,AFG,2020-07-22,2.877,
Afghanistan,AFG,2020-07-23,4.829,
Afghanistan,AFG,2020-07-24,0.334,
Afghanistan,AFG,2020-07-25,2.774,
Afghanistan,AFG,2020-07-26,3.108,
Afghanistan,AFG,2020-07-27,2.723,
Afghanistan,AFG,2020-07-28,2.697,
Afghanistan,AFG,2020-07-29,2.646,
Afghanistan,AFG,2020-07-30,0,
Afghanistan,AFG,2020-07-31,1.824,
Afghanistan,AFG,2020-08-01,4.316,
Afghanistan,AFG,2020-08-02,0,
Afghanistan,AFG,2020-08-03,0,
Afghanistan,AFG,2020-08-04,0.95,
Afghanistan,AFG,2020-08-05,2.106,
Afghanistan,AFG,2020-08-06,1.721,
Afghanistan,AFG,2020-08-07,1.053,
Afghanistan,AFG,2020-08-08,2.004,
Afghanistan,AFG,2020-08-09,1.002,
Afghanistan,AFG,2020-08-10,0,
Afghanistan,AFG,2020-08-11,0,
Afghanistan,AFG,2020-08-12,5.523,
Afghanistan,AFG,2020-08-13,1.952,
Afghanistan,AFG,2020-08-14,2.029,
Afghanistan,AFG,2020-08-15,0.18,
Afghanistan,AFG,2020-08-16,3.083,
Afghanistan,AFG,2020-08-17,1.156,
Afghanistan,AFG,2020-08-18,0.077,
Afghanistan,AFG,2020-08-19,0,
Afghanistan,AFG,2020-08-20,4.11,
Afghanistan,AFG,2020-08-21,2.492,
Afghanistan,AFG,2020-08-22,0.976,
Afghanistan,AFG,2020-08-23,2.697,
Afghanistan,AFG,2020-08-24,0,
Afghanistan,AFG,2020-08-25,1.824,
Afghanistan,AFG,2020-08-26,0.026,
Afghanistan,AFG,2020-08-27,1.413,
Afghanistan,AFG,2020-08-28,0.077,
Afghanistan,AFG,2020-08-29,0.283,
Afghanistan,AFG,2020-08-30,0.077,
Afghanistan,AFG,2020-08-31,0.488,
Afghanistan,AFG,2020-09-01,0.873,
Afghanistan,AFG,2020-09-02,0.231,
Afghanistan,AFG,2020-09-03,0.976,
Afghanistan,AFG,2020-09-04,1.156,
Afghanistan,AFG,2020-09-05,0.411,
Afghanistan,AFG,2020-09-06,0.514,
Afghanistan,AFG,2020-09-07,1.901,
Afghanistan,AFG,2020-09-08,2.466,
Afghanistan,AFG,2020-09-09,0.668,
Afghanistan,AFG,2020-09-10,0.617,
Afghanistan,AFG,2020-09-11,0.719,
Afghanistan,AFG,2020-09-12,0.873,
Afghanistan,AFG,2020-09-13,0.899,
Afghanistan,AFG,2020-09-14,1.927,
Afghanistan,AFG,2020-09-15,2.543,
Albania,ALB,2020-03-09,0.695,
Albania,ALB,2020-03-10,1.39,
Albania,ALB,2020-03-11,1.39,
Albania,ALB,2020-03-12,0.347,
Albania,ALB,2020-03-13,4.17,
Albania,ALB,2020-03-14,3.475,
Albania,ALB,2020-03-15,1.737,
Albania,ALB,2020-03-16,1.39,
Albania,ALB,2020-03-17,3.127,
Albania,ALB,2020-03-18,1.39,
Albania,ALB,2020-03-19,1.39,
Albania,ALB,2020-03-20,3.822,
Albania,ALB,2020-03-21,0,
Albania,ALB,2020-03-22,2.085,
Albania,ALB,2020-03-23,4.517,
Albania,ALB,2020-03-24,3.822,
Albania,ALB,2020-03-25,7.992,
Albania,ALB,2020-03-26,7.992,
Albania,ALB,2020-03-27,9.73,
Albania,ALB,2020-03-28,4.17,
Albania,ALB,2020-03-29,3.822,
Albania,ALB,2020-03-30,5.212,
Albania,ALB,2020-03-31,3.822,
Albania,ALB,2020-04-01,6.95,
Albania,ALB,2020-04-02,5.56,
Albania,ALB,2020-04-03,6.255,
Albania,ALB,2020-04-04,9.382,
Albania,ALB,2020-04-05,10.077,
Albania,ALB,2020-04-06,9.73,
Albania,ALB,2020-04-07,5.56,
Albania,ALB,2020-04-08,2.085,
Albania,ALB,2020-04-09,5.907,
Albania,ALB,2020-04-10,3.127,
Albania,ALB,2020-04-11,2.432,
Albania,ALB,2020-04-12,5.907,
Albania,ALB,2020-04-13,4.517,
Albania,ALB,2020-04-14,7.297,
Albania,ALB,2020-04-15,2.78,
Albania,ALB,2020-04-16,6.602,
Albania,ALB,2020-04-17,8.34,
Albania,ALB,2020-04-18,7.297,
Albania,ALB,2020-04-19,3.127,
Albania,ALB,2020-04-20,4.865,
Albania,ALB,2020-04-21,7.645,
Albania,ALB,2020-04-22,8.687,
Albania,ALB,2020-04-23,8.687,
Albania,ALB,2020-04-24,10.077,
Albania,ALB,2020-04-25,5.212,
Albania,ALB,2020-04-26,11.815,
Albania,ALB,2020-04-27,4.865,
Albania,ALB,2020-04-28,3.475,
Albania,ALB,2020-04-29,4.865,
Albania,ALB,2020-04-30,5.56,
Albania,ALB,2020-05-01,2.432,
Albania,ALB,2020-05-02,3.127,
Albania,ALB,2020-05-03,2.432,
Albania,ALB,2020-05-04,2.085,
Albania,ALB,2020-05-05,2.78,
Albania,ALB,2020-05-06,5.907,
Albania,ALB,2020-05-07,4.17,
Albania,ALB,2020-05-08,3.475,
Albania,ALB,2020-05-09,2.78,
Albania,ALB,2020-05-10,2.085,
Albania,ALB,2020-05-11,4.17,
Albania,ALB,2020-05-12,1.39,
Albania,ALB,2020-05-13,1.39,
Albania,ALB,2020-05-14,1.39,
Albania,ALB,2020-05-15,6.255,
Albania,ALB,2020-05-16,6.255,
Albania,ALB,2020-05-17,5.907,
Albania,ALB,2020-05-18,4.517,
Albania,ALB,2020-05-19,0.695,
Albania,ALB,2020-05-20,0.347,
Albania,ALB,2020-05-21,5.212,
Albania,ALB,2020-05-22,1.737,
Albania,ALB,2020-05-23,4.17,
Albania,ALB,2020-05-24,2.78,
Albania,ALB,2020-05-25,3.127,
Albania,ALB,2020-05-26,2.085,
Albania,ALB,2020-05-27,8.687,
Albania,ALB,2020-05-28,7.297,
Albania,ALB,2020-05-29,9.035,
Albania,ALB,2020-05-30,7.992,
Albania,ALB,2020-05-31,7.992,
Albania,ALB,2020-06-01,5.212,
Albania,ALB,2020-06-02,2.085,
Albania,ALB,2020-06-03,7.297,
Albania,ALB,2020-06-04,6.95,
Albania,ALB,2020-06-05,4.517,
Albania,ALB,2020-06-06,5.212,
Albania,ALB,2020-06-07,6.95,
Albania,ALB,2020-06-08,4.865,
Albania,ALB,2020-06-09,5.907,
Albania,ALB,2020-06-10,12.51,
Albania,ALB,2020-06-11,14.594,
Albania,ALB,2020-06-12,15.289,
Albania,ALB,2020-06-13,10.772,
Albania,ALB,2020-06-14,16.679,
Albania,ALB,2020-06-15,19.807,
Albania,ALB,2020-06-16,23.977,
Albania,ALB,2020-06-17,28.494,
Albania,ALB,2020-06-18,17.374,
Albania,ALB,2020-06-19,22.934,
Albania,ALB,2020-06-20,17.374,
Albania,ALB,2020-06-21,18.417,
Albania,ALB,2020-06-22,12.51,
Albania,ALB,2020-06-23,23.629,
Albania,ALB,2020-06-24,18.069,
Albania,ALB,2020-06-25,23.282,
Albania,ALB,2020-06-26,27.104,
Albania,ALB,2020-06-27,26.757,
Albania,ALB,2020-06-28,21.197,
Albania,ALB,2020-06-29,25.019,
Albania,ALB,2020-06-30,22.239,
Albania,ALB,2020-07-01,23.977,
Albania,ALB,2020-07-02,15.637,
Albania,ALB,2020-07-03,28.494,
Albania,ALB,2020-07-04,31.274,
Albania,ALB,2020-07-05,23.282,
Albania,ALB,2020-07-06,25.714,
Albania,ALB,2020-07-07,24.672,
Albania,ALB,2020-07-08,25.714,
Albania,ALB,2020-07-09,23.629,
Albania,ALB,2020-07-10,28.494,
Albania,ALB,2020-07-11,31.274,
Albania,ALB,2020-07-12,32.316,
Albania,ALB,2020-07-13,28.841,
Albania,ALB,2020-07-14,40.656,
Albania,ALB,2020-07-15,33.359,
Albania,ALB,2020-07-16,29.536,
Albania,ALB,2020-07-17,34.401,
Albania,ALB,2020-07-18,19.112,
Albania,ALB,2020-07-19,35.444,
Albania,ALB,2020-07-20,28.494,
Albania,ALB,2020-07-21,28.147,
Albania,ALB,2020-07-22,41.351,
Albania,ALB,2020-07-23,23.629,
Albania,ALB,2020-07-24,37.529,
Albania,ALB,2020-07-25,36.139,
Albania,ALB,2020-07-26,23.282,
Albania,ALB,2020-07-27,43.783,
Albania,ALB,2020-07-28,40.656,
Albania,ALB,2020-07-29,40.656,
Albania,ALB,2020-07-30,37.529,
Albania,ALB,2020-07-31,31.969,
Albania,ALB,2020-08-01,27.452,
Albania,ALB,2020-08-02,41.699,
Albania,ALB,2020-08-03,42.741,
Albania,ALB,2020-08-04,35.096,
Albania,ALB,2020-08-05,45.173,
Albania,ALB,2020-08-06,48.301,
Albania,ALB,2020-08-07,44.131,
Albania,ALB,2020-08-08,46.911,
Albania,ALB,2020-08-09,43.088,
Albania,ALB,2020-08-10,47.258,
Albania,ALB,2020-08-11,43.436,
Albania,ALB,2020-08-12,48.648,
Albania,ALB,2020-08-13,48.996,
Albania,ALB,2020-08-14,53.513,
Albania,ALB,2020-08-15,50.733,
Albania,ALB,2020-08-16,49.691,
Albania,ALB,2020-08-17,41.699,
Albania,ALB,2020-08-18,41.351,
Albania,ALB,2020-08-19,53.861,
Albania,ALB,2020-08-20,54.903,
Albania,ALB,2020-08-21,53.861,
Albania,ALB,2020-08-22,52.818,
Albania,ALB,2020-08-23,54.208,
Albania,ALB,2020-08-24,52.818,
Albania,ALB,2020-08-25,61.853,
Albania,ALB,2020-08-26,53.513,
Albania,ALB,2020-08-27,58.378,
Albania,ALB,2020-08-28,54.208,
Albania,ALB,2020-08-29,38.919,
Albania,ALB,2020-08-30,29.189,
Albania,ALB,2020-08-31,35.096,
Albania,ALB,2020-09-01,46.216,
Albania,ALB,2020-09-02,32.316,
Albania,ALB,2020-09-03,42.393,
Albania,ALB,2020-09-04,40.309,
Albania,ALB,2020-09-05,42.741,
Albania,ALB,2020-09-06,46.911,
Albania,ALB,2020-09-07,53.166,
Albania,ALB,2020-09-08,52.471,
Albania,ALB,2020-09-09,51.081,
Albania,ALB,2020-09-10,52.471,
Albania,ALB,2020-09-11,54.208,
Albania,ALB,2020-09-12,55.946,
Albania,ALB,2020-09-13,56.988,
Albania,ALB,2020-09-14,58.378,
Albania,ALB,2020-09-15,58.03,
Algeria,DZA,2019-12-31,0,
Algeria,DZA,2020-01-01,0,
Algeria,DZA,2020-01-02,0,
Algeria,DZA,2020-01-03,0,
Algeria,DZA,2020-01-04,0,
Algeria,DZA,2020-01-05,0,
Algeria,DZA,2020-01-06,0,
Algeria,DZA,2020-01-07,0,
Algeria,DZA,2020-01-08,0,
Algeria,DZA,2020-01-09,0,
Algeria,DZA,2020-01-10,0,
Algeria,DZA,2020-01-11,0,
Algeria,DZA,2020-01-12,0,
Algeria,DZA,2020-01-13,0,
Algeria,DZA,2020-01-14,0,
Algeria,DZA,2020-01-15,0,
Algeria,DZA,2020-01-16,0,
Algeria,DZA,2020-01-17,0,
Algeria,DZA,2020-01-18,0,
Algeria,DZA,2020-01-19,0,
Algeria,DZA,2020-01-20,0,
Algeria,DZA,2020-01-21,0,
Algeria,DZA,2020-01-22,0,
Algeria,DZA,2020-01-23,0,
Algeria,DZA,2020-01-24,0,
Algeria,DZA,2020-01-25,0,
Algeria,DZA,2020-01-26,0,
Algeria,DZA,2020-01-27,0,
Algeria,DZA,2020-01-28,0,
Algeria,DZA,2020-01-29,0,
Algeria,DZA,2020-01-30,0,
Algeria,DZA,2020-01-31,0,
Algeria,DZA,2020-02-01,0,
Algeria,DZA,2020-02-02,0,
Algeria,DZA,2020-02-03,0,
Algeria,DZA,2020-02-04,0,
Algeria,DZA,2020-02-05,0,
Algeria,DZA,2020-02-06,0,
Algeria,DZA,2020-02-07,0,
Algeria,DZA,2020-02-08,0,
Algeria,DZA,2020-02-09,0,
Algeria,DZA,2020-02-10,0,
Algeria,DZA,2020-02-11,0,
Algeria,DZA,2020-02-12,0,
Algeria,DZA,2020-02-13,0,
Algeria,DZA,2020-02-14,0,
Algeria,DZA,2020-02-15,0,
Algeria,DZA,2020-02-16,0,
Algeria,DZA,2020-02-17,0,
Algeria,DZA,2020-02-18,0,
Algeria,DZA,2020-02-19,0,
Algeria,DZA,2020-02-20,0,
Algeria,DZA,2020-02-21,0,
Algeria,DZA,2020-02-22,0,
Algeria,DZA,2020-02-23,0,
Algeria,DZA,2020-02-24,0,
Algeria,DZA,2020-02-25,0,
Algeria,DZA,2020-02-26,0.023,
Algeria,DZA,2020-02-27,0,
Algeria,DZA,2020-02-28,0,
Algeria,DZA,2020-02-29,0,
Algeria,DZA,2020-03-01,0.046,
Algeria,DZA,2020-03-02,0,
Algeria,DZA,2020-03-04,0.046,
Algeria,DZA,2020-03-05,0.16,
Algeria,DZA,2020-03-06,0.114,
Algeria,DZA,2020-03-09,0.068,
Algeria,DZA,2020-03-12,0,
Algeria,DZA,2020-03-13,0.114,
Algeria,DZA,2020-03-14,0.023,
Algeria,DZA,2020-03-15,0.251,
Algeria,DZA,2020-03-16,0.251,
Algeria,DZA,2020-03-17,0.228,
Algeria,DZA,2020-03-18,0.046,
Algeria,DZA,2020-03-19,0.274,
Algeria,DZA,2020-03-20,0.41,
Algeria,DZA,2020-03-21,0.274,
Algeria,DZA,2020-03-22,0.844,
Algeria,DZA,2020-03-23,1.414,
Algeria,DZA,2020-03-24,0.661,
Algeria,DZA,2020-03-25,0.775,
Algeria,DZA,2020-03-26,0.867,
Algeria,DZA,2020-03-27,1.482,
Algeria,DZA,2020-03-28,0.958,
Algeria,DZA,2020-03-29,1.026,
Algeria,DZA,2020-03-30,1.3,
Algeria,DZA,2020-03-31,1.665,
Algeria,DZA,2020-04-01,3.01,
Algeria,DZA,2020-04-02,2.987,
Algeria,DZA,2020-04-03,3.17,
Algeria,DZA,2020-04-04,4.219,
Algeria,DZA,2020-04-05,1.824,
Algeria,DZA,2020-04-06,1.574,
Algeria,DZA,2020-04-07,2.349,
Algeria,DZA,2020-04-08,1.026,
Algeria,DZA,2020-04-09,2.372,
Algeria,DZA,2020-04-10,2.144,
Algeria,DZA,2020-04-11,2.166,
Algeria,DZA,2020-04-12,1.459,
Algeria,DZA,2020-04-13,2.03,
Algeria,DZA,2020-04-14,1.574,
Algeria,DZA,2020-04-15,1.984,
Algeria,DZA,2020-04-16,2.052,
Algeria,DZA,2020-04-17,2.463,
Algeria,DZA,2020-04-18,3.421,
Algeria,DZA,2020-04-19,2.668,
Algeria,DZA,2020-04-20,2.144,
Algeria,DZA,2020-04-21,2.03,
Algeria,DZA,2020-04-22,2.121,
Algeria,DZA,2020-04-23,2.258,
Algeria,DZA,2020-04-24,2.212,
Algeria,DZA,2020-04-25,2.737,
Algeria,DZA,2020-04-26,2.942,
Algeria,DZA,2020-04-27,2.873,
Algeria,DZA,2020-04-28,3.079,
Algeria,DZA,2020-04-29,3.01,
Algeria,DZA,2020-04-30,4.538,
Algeria,DZA,2020-05-01,3.603,
Algeria,DZA,2020-05-02,3.375,
Algeria,DZA,2020-05-03,3.215,
Algeria,DZA,2020-05-04,4.082,
Algeria,DZA,2020-05-05,3.968,
Algeria,DZA,2020-05-06,4.333,
Algeria,DZA,2020-05-07,3.626,
Algeria,DZA,2020-05-08,4.219,
Algeria,DZA,2020-05-09,4.264,
Algeria,DZA,2020-05-10,4.31,
Algeria,DZA,2020-05-11,3.763,
Algeria,DZA,2020-05-12,3.831,
Algeria,DZA,2020-05-13,4.014,
Algeria,DZA,2020-05-14,4.242,
Algeria,DZA,2020-05-15,4.31,
Algeria,DZA,2020-05-16,4.264,
Algeria,DZA,2020-05-17,4.378,
Algeria,DZA,2020-05-18,4.515,
Algeria,DZA,2020-05-19,4.15,
Algeria,DZA,2020-05-20,4.014,
Algeria,DZA,2020-05-21,3.763,
Algeria,DZA,2020-05-22,4.242,
Algeria,DZA,2020-05-23,4.333,
Algeria,DZA,2020-05-24,4.447,
Algeria,DZA,2020-05-25,4.401,
Algeria,DZA,2020-05-26,4.492,
Algeria,DZA,2020-05-27,4.424,
Algeria,DZA,2020-05-28,3.649,
Algeria,DZA,2020-05-29,3.193,
Algeria,DZA,2020-05-30,3.124,
Algeria,DZA,2020-05-31,3.033,
Algeria,DZA,2020-06-01,2.896,
Algeria,DZA,2020-06-02,2.714,
Algeria,DZA,2020-06-03,2.577,
Algeria,DZA,2020-06-04,0,
Algeria,DZA,2020-06-05,4.675,
Algeria,DZA,2020-06-06,2.372,
Algeria,DZA,2020-06-07,2.623,
Algeria,DZA,2020-06-08,2.372,
Algeria,DZA,2020-06-09,2.531,
Algeria,DZA,2020-06-10,2.668,
Algeria,DZA,2020-06-11,2.326,
Algeria,DZA,2020-06-12,2.394,
Algeria,DZA,2020-06-13,2.486,
Algeria,DZA,2020-06-14,2.554,
Algeria,DZA,2020-06-15,2.486,
Algeria,DZA,2020-06-16,2.554,
Algeria,DZA,2020-06-17,2.645,
Algeria,DZA,2020-06-18,2.759,
Algeria,DZA,2020-06-19,2.668,
Algeria,DZA,2020-06-20,2.714,
Algeria,DZA,2020-06-21,2.896,
Algeria,DZA,2020-06-22,3.193,
Algeria,DZA,2020-06-23,3.398,
Algeria,DZA,2020-06-24,3.557,
Algeria,DZA,2020-06-25,3.922,
Algeria,DZA,2020-06-26,4.492,
Algeria,DZA,2020-06-27,5.473,
Algeria,DZA,2020-06-28,6.454,
Algeria,DZA,2020-06-29,6.955,
Algeria,DZA,2020-06-30,6.796,
Algeria,DZA,2020-07-01,7.662,
Algeria,DZA,2020-07-02,8.324,
Algeria,DZA,2020-07-03,8.78,
Algeria,DZA,2020-07-04,9.418,
Algeria,DZA,2020-07-05,9.806,
Algeria,DZA,2020-07-06,10.057,
Algeria,DZA,2020-07-07,10.558,
Algeria,DZA,2020-07-08,10.832,
Algeria,DZA,2020-07-09,10.695,
Algeria,DZA,2020-07-10,10.49,
Algeria,DZA,2020-07-11,9.897,
Algeria,DZA,2020-07-12,10.718,
Algeria,DZA,2020-07-13,11.015,
Algeria,DZA,2020-07-14,11.265,
Algeria,DZA,2020-07-15,12.018,
Algeria,DZA,2020-07-16,12.634,
Algeria,DZA,2020-07-17,13.341,
Algeria,DZA,2020-07-18,13.523,
Algeria,DZA,2020-07-19,13.705,
Algeria,DZA,2020-07-20,12.2,
Algeria,DZA,2020-07-21,13.842,
Algeria,DZA,2020-07-22,13.386,
Algeria,DZA,2020-07-23,13.546,
Algeria,DZA,2020-07-24,13.956,
Algeria,DZA,2020-07-25,15.393,
Algeria,DZA,2020-07-26,13.797,
Algeria,DZA,2020-07-27,13.523,
Algeria,DZA,2020-07-28,14.048,
Algeria,DZA,2020-07-29,14.64,
Algeria,DZA,2020-07-30,14.002,
Algeria,DZA,2020-07-31,13.728,
Algeria,DZA,2020-08-01,12.839,
Algeria,DZA,2020-08-02,12.679,
Algeria,DZA,2020-08-03,11.744,
Algeria,DZA,2020-08-04,11.562,
Algeria,DZA,2020-08-05,12.132,
Algeria,DZA,2020-08-06,12.565,
Algeria,DZA,2020-08-07,13.021,
Algeria,DZA,2020-08-08,12.064,
Algeria,DZA,2020-08-09,12.269,
Algeria,DZA,2020-08-10,11.881,
Algeria,DZA,2020-08-11,11.357,
Algeria,DZA,2020-08-12,11.22,
